input/eda0a3b5-fe6e-4646-acc6-7db5179e3e96_FREC_Scab_3380.JPG,affected,75.0,
input/70186489-b6ea-477c-8893-d6915b7d5490_JR_FrgE.S_2974.JPG,affected,100.0,
input/61373045-a7a5-4213-94fb-7d81638d5561_FREC_Scab_3430.JPG,affected,100.0,
input/7bf25c0a-6594-4777-9a67-49a6487bb203_FREC_Scab_2993.JPG,affected,100.0,
input/49cc68a3-a1df-47c2-99d5-c2cb3a4c0227_RS_HL_7854.JPG,healthy,100.0,
input/3dde7bc6-90e6-4057-a1e7-c2580ccf03a2_FREC_C.Rust_0092.JPG,affected,100.0,
input/bf99a731-b08d-47af-8d65-196bbb0ca2e3_FREC_Scab_3344.JPG,affected,100.0,
input/ddbcb13e-0263-4881-9e1b-6f00d67f7217_JR_FrgE.S_8683.JPG,affected,100.0,
input/5ac41a3d-ca1b-4215-a7a5-500d77acc67a_RS_HL_5931.JPG,healthy,100.0,
input/04f426ce-8f6f-400a-94f9-c513255d2fa4_RS_HL_7823.JPG,healthy,100.0,
input/b401cded-e2cb-4907-b475-5373142735d9_FREC_C.Rust_3766.JPG,Not in Any Class,50.0,
input/80870a3d-e028-47c6-9548-cef00d68be2c_FREC_Scab_3469.JPG,affected,100.0,
input/5823ffd3-bd23-4088-80f5-dd33ae876694_RS_HL_7765.JPG,healthy,100.0,
input/7b3e4313-9abb-4105-8be9-2020f1101e58_FREC_Scab_3441.JPG,affected,100.0,
input/f2d6beb9-e8b1-49f6-b7b7-903b51565435_FREC_Scab_3393.JPG,affected,75.0,
input/4c50a62b-3af4-43f9-a31d-794abd545413_RS_HL_7739.JPG,healthy,100.0,
input/48d6f0b4-71e8-418f-8558-b38b89ed3c0b_JR_FrgE.S_8569.JPG,affected,100.0,
input/c4175126-9e07-4465-9574-0229bb5b1f41_FREC_Scab_3304.JPG,affected,100.0,
input/712b5957-4109-4ed4-a393-a6605ebe6c08_RS_HL_5750.JPG,healthy,100.0,
input/7d9eb65f-be86-4516-b239-cbf856aa5ed4_RS_HL_6110.JPG,healthy,100.0,
input/0672ab32-9fce-41f3-ae69-e39c48a0a292_FREC_Scab_3347.JPG,affected,75.0,
input/6519f187-e99f-4a02-9a28-eb4e167ea35c_RS_HL_6015.JPG,healthy,100.0,
input/0b170906-9436-4c0d-84c1-c396ad9d909b_FREC_Scab_3101.JPG,affected,100.0,
input/36836204-c6de-472e-90e4-6787ff74965e_JR_FrgE.S_8757.JPG,affected,100.0,
input/25de086c-ea7e-42b0-83fd-bc7d1e584d0a_RS_HL_5852.JPG,healthy,100.0,
input/d32e96f1-8fde-4f6e-a558-7fdc1ab0807e_JR_FrgE.S_8676.JPG,affected,100.0,
input/f63c8d11-234c-4ff4-bd81-5c3947503038_JR_FrgE.S_3085.JPG,healthy,100.0,
input/f105cc0d-1cc5-4726-b46d-f5bd9c9aacc1_FREC_Scab_3321.JPG,affected,100.0,
input/6a1f119d-d210-4a87-b17f-699436b82bef_FREC_Scab_3025.JPG,affected,100.0,
input/18121688-72a8-414a-8e36-43060cdebb22_RS_HL_5747.JPG,healthy,100.0,
input/af598e54-dae1-47e5-aefc-0b0a419dfa07_FREC_Scab_3211.JPG,affected,100.0,
input/50fa49cd-002e-4352-816e-c5df10dc5f3f_JR_FrgE.S_2950.JPG,affected,100.0,
input/f15c02d9-9aa6-45b5-84fc-97e22f7fabaa_JR_FrgE.S_2831.JPG,affected,100.0,
input/954d8d3f-c11e-4202-b5e5-501d5e41752b_JR_FrgE.S_2942.JPG,affected,100.0,
input/3b59f785-afa8-4204-b6fd-467404734888_RS_HL_6144.JPG,healthy,100.0,
input/252e347b-262e-4dd8-8d6d-852324d5bcfd_FREC_C.Rust_3841.JPG,healthy,100.0,
